id,group,redbook_vol,bg_name,taxon,redbook_status,wp_exists,wp_url,wikidata_qid,redbook_url,rb_bg_name,rb_taxon,wd_bg_name,wd_taxon,wd_rb_taxon_match,content_status,wd_linked,notes
11,plants_fungi,vol1,Алпийска мантийка,Petrorhagia alpina,EN,yes,https://bg.wikipedia.org/wiki/Алпийска_мантийка,Q15239688,http://e-ecodb.bas.bg/rdb/bg/vol1/Petalpin.html,Алпийска мантийка,Petrorhagia alpina,алпийска мантийка,Petrorhagia alpina,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
12,plants_fungi,vol1,Алпийска телчарка,Polygala alpestris,EN,yes,https://bg.wikipedia.org/wiki/Алпийска_телчарка,Q160345,http://e-ecodb.bas.bg/rdb/bg/vol1/Polalpes.html,Алпийска телчарка,Polygala alpestris,алпийска телчарка,Polygala alpestris,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
13,plants_fungi,vol1,Алпийска чашка,Microstoma protractum,EN,yes,https://bg.wikipedia.org/wiki/Алпийска_чашка,Q2459556,http://e-ecodb.bas.bg/rdb/bg/vol1/Micprotr.html,Алпийска чашка,Microstoma protractum,Алпийска чашка,Microstoma protractum,yes,todo,,
14,plants_fungi,vol1,Алпийски зърнастец,Rhamnus alpinus,EN,yes,https://bg.wikipedia.org/wiki/Алпийски_зърнастец,Q3338352,http://e-ecodb.bas.bg/rdb/bg/vol1/Rhaalpin.html,Алпийски зърнастец,Rhamnus alpinus,Алпийски зърнастец,Rhamnus alpina,no,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
15,plants_fungi,vol1,Алпийски корал,Hericium flagellum,EN,yes,https://bg.wikipedia.org/wiki/Алпийски_корал,Q10522344,http://e-ecodb.bas.bg/rdb/bg/vol1/Herflage.html,Алпийски корал,Hericium flagellum,Алпийски корал,Hericium alpestre,no,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
16,plants_fungi,vol1,Алпийски пелин,Artemisia eriantha,EN,yes,https://bg.wikipedia.org/wiki/Алпийски_пелин,Q9182669,http://e-ecodb.bas.bg/rdb/bg/vol1/Arterian.html,Алпийски пелин,Artemisia eriantha,Скален пелин,Artemisia eriantha,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
17,plants_fungi,vol1,Алпийско плюскавиче,Silene vulgaris,CR,yes,https://bg.wikipedia.org/wiki/Алпийско_плюскавиче,Q511103,http://e-ecodb.bas.bg/rdb/bg/vol1/Silvulga.html,Алпийско плюскавиче,Silene vulgaris,обикновено плюскавиче,Silene vulgaris,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
18,plants_fungi,vol1,Алпийско притцелаго,Pritzelago alpina subsp. brevicaulis,EN,no,,,http://e-ecodb.bas.bg/rdb/bg/vol1/Prialpin.html,Алпийско притцелаго,Pritzelago alpina subsp. brevicaulis,,,,todo,,WD: no candidate
19,plants_fungi,vol1,Алпийско сграбиче,Astragalus alopecurus,CR,yes,https://bg.wikipedia.org/wiki/Алпийско_сграбиче,Q2868491,http://e-ecodb.bas.bg/rdb/bg/vol1/Astalope.html,Алпийско сграбиче,Astragalus alopecurus,алпийско сграбиче,Astragalus alopecurus,yes,todo,,
20,plants_fungi,vol1,Алпийско секирче,Lathyrus alpestris,CR,yes,https://bg.wikipedia.org/wiki/Алпийско_секирче,Q15472512,http://e-ecodb.bas.bg/rdb/bg/vol1/Latalpes.html,Алпийско секирче,Lathyrus alpestris,алпийско секирче,Lathyrus alpestris,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
21,plants_fungi,vol1,Аметистова гълъбка,Russula amethystina,EN,yes,https://bg.wikipedia.org/wiki/Аметистова_гълъбка,Q470350,http://e-ecodb.bas.bg/rdb/bg/vol1/Rusameth.html,Аметистова гълъбка,Russula amethystina,Аметистова гълъбка,Russula amethystina,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-21
22,plants_fungi,vol1,Анасонов лопен,Verbascum anisophyllum,CR,yes,https://bg.wikipedia.org/wiki/Анасонов_лопен,Q17745998,http://e-ecodb.bas.bg/rdb/bg/vol1/Veraniso.html,Анасонов лопен,Verbascum anisophyllum,анасонолистен лопен,Verbascum anisophyllum,yes,todo,,
23,plants_fungi,vol1,Андерсонов инонотус,Inonotus andersonii,EN,yes,https://bg.wikipedia.org/wiki/Андерсонов_инонотус,Q10535883,http://e-ecodb.bas.bg/rdb/bg/vol1/Inoander.html,Андерсонов инонотус,Inonotus andersonii,Андерсонов инонотус,Inonotus andersonii,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
24,plants_fungi,vol1,Андрахне,Andrachne telephioides,EN,yes,https://bg.wikipedia.org/wiki/Андрахне,Q11173186,http://e-ecodb.bas.bg/rdb/bg/vol1/Andtelep.html,Андрахне,Andrachne telephioides,андрахне,Andrachne telephioides,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
25,plants_fungi,vol1,Арабска етионема,Aethionema arabicum,CR,yes,https://bg.wikipedia.org/wiki/Арабска_етионема,Q7485514,http://e-ecodb.bas.bg/rdb/bg/vol1/Aetarabi.html,Арабска етионема,Aethionema arabicum,арабска етионема,Aethionema arabicum,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
26,plants_fungi,vol1,Ароматен хиднелум,Hydnellum suaveolens,EN,yes,https://bg.wikipedia.org/wiki/Ароматен_хиднелум,Q2511436,http://e-ecodb.bas.bg/rdb/bg/vol1/Hydsuave.html,Ароматен хиднелум,Hydnellum suaveolens,Ароматен хиднелум,Hydnellum suaveolens,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
27,plants_fungi,vol1,Ароматна матиола,Matthiola odoratissima,CR,yes,https://bg.wikipedia.org/wiki/Ароматна_матиола,Q15549695,http://e-ecodb.bas.bg/rdb/bg/vol1/Matodora.html,Ароматна матиола,Matthiola odoratissima,ароматна матиола,Matthiola odoratissima,yes,todo,,
28,plants_fungi,vol1,Архангелиев лазерпициум,Laserpitium archangelica,CR,yes,https://bg.wikipedia.org/wiki/Архангелиев_лазерпициум,Q11797118,http://e-ecodb.bas.bg/rdb/bg/vol1/Lasarcha.html,Архангелиев лазерпициум,Laserpitium archangelica,Архангелиев лазерпициум,Laserpitium archangelica,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
29,plants_fungi,vol1,Арчеров клатрус,Clathrus archeri,CR,yes,https://bg.wikipedia.org/wiki/Арчеров_клатрус,Q1757951,http://e-ecodb.bas.bg/rdb/bg/vol1/Claarche.html,Арчеров клатрус,Clathrus archeri,Арчеров клатрус,Clathrus archeri,yes,todo,,
30,plants_fungi,vol1,Атинска мерендера,Merendera attica,CR,yes,https://bg.wikipedia.org/wiki/Атинска_мерендера,Q29108052,http://e-ecodb.bas.bg/rdb/bg/vol1/Merattic.html,Атинска мерендера,Merendera attica,атинска мерендера,Merendera attica,yes,todo,,
31,plants_fungi,vol1,Ахтарова метличина,Cyanus achtarovii,EN,yes,https://bg.wikipedia.org/wiki/Ахтарова_метличина,Q25352673,http://e-ecodb.bas.bg/rdb/bg/vol1/Cyaachta.html,Ахтарова метличина,Cyanus achtarovii,Cyanus achtarovii,Cyanus achtarovii,yes,todo,,
32,plants_fungi,vol1,Ахтарово шапиче,Alchemilla achtarowii,EN,yes,https://bg.wikipedia.org/wiki/Ахтарово_шапиче,Q15288450,http://e-ecodb.bas.bg/rdb/bg/vol1/Alcachta.html,Ахтарово шапиче,Alchemilla achtarowii,ахтарово шапиче,Alchemilla achtarowii,yes,todo,,
33,plants_fungi,vol1,Багрилна звъника,Hypericum androsaemum,EN,yes,https://bg.wikipedia.org/wiki/Багрилна_звъника,Q886411,http://e-ecodb.bas.bg/rdb/bg/vol1/Hypandro.html,Багрилна звъника,Hypericum androsaemum,багрилна звъника,Hypericum androsaemum,yes,todo,,
34,plants_fungi,vol1,Балкански вечерник,Hesperis theophrasti,VU,yes,https://bg.wikipedia.org/wiki/Балкански_вечерник,Q15427978,http://e-ecodb.bas.bg/rdb/bg/vol1/Hestheop.html,Балкански вечерник,Hesperis theophrasti,балкански вечерник,Hesperis theophrasti,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
35,plants_fungi,vol1,Балкански ранилист,Betonica haussknechtii,EN,yes,https://bg.wikipedia.org/wiki/Балкански_ранилист,Q20721810,http://e-ecodb.bas.bg/rdb/bg/vol1/Bethauss.html,Балкански ранилист,Betonica haussknechtii,Балкански ранилист,Betonica haussknechtii,yes,todo,,
36,plants_fungi,vol1,Балкански цялолист,Haplophyllum balcanicum,CR,yes,https://bg.wikipedia.org/wiki/Балкански_цялолист,Q18081461,http://e-ecodb.bas.bg/rdb/bg/vol1/Hapbalca.html,Балкански цялолист,Haplophyllum balcanicum,балкански цялолист,Haplophyllum balcanicum,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
37,plants_fungi,vol1,Балкански шпорец,Delphinium balcanicum,EN,yes,https://bg.wikipedia.org/wiki/Балкански_шпорец,Q15369931,http://e-ecodb.bas.bg/rdb/bg/vol1/Delbalca.html,Балкански шпорец,Delphinium balcanicum,средиземноморски шпорец,Delphinium balcanicum,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
38,plants_fungi,vol1,Балканско часовниче,Erodium absinthoides subsp. balcanicum,EN,no,,,http://e-ecodb.bas.bg/rdb/bg/vol1/Eroabsin.html,Балканско часовниче,Erodium absinthoides subsp. balcanicum,,,,todo,,WD: no candidate
39,plants_fungi,vol1,Балканско шапиче,Alchemilla catachnoa,EN,yes,https://bg.wikipedia.org/wiki/Балканско_шапиче,Q9595718,http://e-ecodb.bas.bg/rdb/bg/vol1/Alccatac.html,Балканско шапиче,Alchemilla catachnoa,балканско шапиче,Alchemilla catachnoa,yes,todo,,
40,plants_fungi,vol1,Баумгартеново великденче,Veronica baumgartenii,CR,yes,https://bg.wikipedia.org/wiki/Баумгартеново_великденче,Q4107984,http://e-ecodb.bas.bg/rdb/bg/vol1/Verbaumg.html,Баумгартеново великденче,Veronica baumgartenii,баумгартеново великденче,Veronica baumgartenii,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
41,plants_fungi,vol1,Безлистна перуника,Iris aphylla,CR,yes,https://bg.wikipedia.org/wiki/Безлистна_перуника,Q5920308,http://e-ecodb.bas.bg/rdb/bg/vol1/Iriaphyl.html,Безлистна перуника,Iris aphylla,безлистен ирис,Iris aphylla,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23; QID corrected from subspecies Q164364 to species Q5920308
42,plants_fungi,vol1,Безстъблена тинтява,Gentiana acaulis,CR,yes,https://bg.wikipedia.org/wiki/Безстъблена_тинтява,Q163785,http://e-ecodb.bas.bg/rdb/bg/vol1/Genacaul.html,Безстъблена тинтява,Gentiana acaulis,безстъблена тинтява,Gentiana acaulis,yes,todo,,
43,plants_fungi,vol1,Безстъблов клин,Astragalus exscapus,CR,yes,https://bg.wikipedia.org/wiki/Безстъблов_клин,Q2161918,http://e-ecodb.bas.bg/rdb/bg/vol1/Astexsca.html,Безстъблов клин,Astragalus exscapus,Безстъблов клин,Astragalus exscapus,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
44,plants_fungi,vol1,Белардиева кобрезия,Kobresia myosuroides,EN,yes,https://bg.wikipedia.org/wiki/Белардиева_кобрезия,Q160477,http://e-ecodb.bas.bg/rdb/bg/vol1/Kobmyosu.html,Белардиева кобрезия,Kobresia myosuroides,белардиева кобрезия,Kobresia myosuroides,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
45,plants_fungi,vol1,Белевалия,Bellevalia sarmatica,CR,yes,https://bg.wikipedia.org/wiki/Белевалия,Q21399529,http://e-ecodb.bas.bg/rdb/bg/vol1/Belsarma.html,Белевалия,Bellevalia sarmatica,Белевалия,Bellevalia sarmatica,yes,published_bot,yes,Article + Wikidata bgwiki sitelink created by bot 2026-06-23
46,plants_fungi,vol1,Беловлакнест равнец,Achillea chrysocoma,EN,yes,https://bg.wikipedia.org/wiki/Беловлакнест_равнец,Q15585914,http://e-ecodb.bas.bg/rdb/bg/vol1/Achchrys.html,Беловлакнест равнец,Achillea chrysocoma,беловлакнест равнец,Achillea chrysocoma,yes,todo,,
47,plants_fungi,vol1,Белоградчишка рунянка,Hieracium belogradcense,CR,yes,https://bg.wikipedia.org/wiki/Белоградчишка_рунянка,Q29089220,http://e-ecodb.bas.bg/rdb/bg/vol1/Hiebelog.html,Белоградчишка рунянка,Hieracium belogradcense,белоградчишка рунянка,Hieracium belogradcense,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
48,plants_fungi,vol1,Белоезичест чистец,Stachys leucoglossa,EN,yes,https://bg.wikipedia.org/wiki/Белоезичест_чистец,Q15368175,http://e-ecodb.bas.bg/rdb/bg/vol1/Staleuco.html,Белоезичест чистец,Stachys leucoglossa,белоезичест чистец,Stachys leucoglossa,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
49,plants_fungi,vol1,Белоцветен шпорец,Delphinium albiflorum,CR,yes,https://bg.wikipedia.org/wiki/Белоцветен_шпорец,Q15370736,http://e-ecodb.bas.bg/rdb/bg/vol1/Delalbif.html,Белоцветен шпорец,Delphinium albiflorum,белоцветен шпорец,Delphinium albiflorum,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
50,plants_fungi,vol1,Бесарабско глухарче,Taraxacum bessarabicum,EN,yes,https://bg.wikipedia.org/wiki/Бесарабско_глухарче,Q15231617,http://e-ecodb.bas.bg/rdb/bg/vol1/Tarbessa.html,Бесарабско глухарче,Taraxacum bessarabicum,Бесарабско глухарче,Taraxacum bessarabicum,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
51,plants_fungi,vol1,Бесерова змийска трева,Goniolimon besseranum,EN,no,,,http://e-ecodb.bas.bg/rdb/bg/vol1/Gonbesse.html,Бесерова змийска трева,Goniolimon besseranum,,,,todo,,WD: no candidate
52,plants_fungi,vol1,Битинска дрипавка,Crepis bithynica,CR,yes,https://bg.wikipedia.org/wiki/Битинска_дрипавка,Q15564836,http://e-ecodb.bas.bg/rdb/bg/vol1/Crebithy.html,Битинска дрипавка,Crepis bithynica,пиринска дрипавка,Crepis bithynica,yes,todo,,
53,plants_fungi,vol1,Битински синчец,Scilla bithynica,EN,yes,https://bg.wikipedia.org/wiki/Битински_синчец,Q15503738,http://e-ecodb.bas.bg/rdb/bg/vol1/Scibithy.html,Битински синчец,Scilla bithynica,Битински синчец,Scilla bithynica,yes,todo,,
54,plants_fungi,vol1,Битинско глухарче,Taraxacum bithynicum,EN,yes,https://bg.wikipedia.org/wiki/Битинско_глухарче,Q16126835,http://e-ecodb.bas.bg/rdb/bg/vol1/Tarbithy.html,Битинско глухарче,Taraxacum bithynicum,битинско глухарче,Taraxacum bithynicum,yes,todo,,
55,plants_fungi,vol1,Благаево бясно дърво,Daphne blagayana,EN,yes,https://bg.wikipedia.org/wiki/Благаево_бясно_дърво,Q676451,http://e-ecodb.bas.bg/rdb/bg/vol1/Dapblaga.html,Благаево бясно дърво,Daphne blagayana,благаево бясно дърво,Daphne blagayana,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
56,plants_fungi,vol1,Блатен дремник,Epipactis palustris,EN,yes,https://bg.wikipedia.org/wiki/Блатен_дремник,Q161124,http://e-ecodb.bas.bg/rdb/bg/vol1/Epipalus.html,Блатен дремник,Epipactis palustris,блатен дремник,Epipactis palustris,yes,todo,,
57,plants_fungi,vol1,Блатен кострец,Sonchus palustris,CR,yes,https://bg.wikipedia.org/wiki/Блатен_кострец,Q1023687,http://e-ecodb.bas.bg/rdb/bg/vol1/Sonpalus.html,Блатен кострец,Sonchus palustris,блатен кострец,Sonchus palustris,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
58,plants_fungi,vol1,Блатен плаун,Lycopodiella inundata,CR,yes,https://bg.wikipedia.org/wiki/Блатен_плаун,Q899476,http://e-ecodb.bas.bg/rdb/bg/vol1/Lycinund.html,Блатен плаун,Lycopodiella inundata,блатен плаунец,Lycopodiella inundata,yes,todo,,
59,plants_fungi,vol1,Блатен спореж,Senecio paludosus,EN,yes,https://bg.wikipedia.org/wiki/Блатен_спореж,Q735807,http://e-ecodb.bas.bg/rdb/bg/vol1/Senpalud.html,Блатен спореж,Senecio paludosus,блатен спореж,Senecio paludosus,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
60,plants_fungi,vol1,Блатна митрула,Mitrula paludosa,CR,yes,https://bg.wikipedia.org/wiki/Блатна_митрула,Q3333209,http://e-ecodb.bas.bg/rdb/bg/vol1/Mitpalud.html,Блатна митрула,Mitrula paludosa,Блатна митрула,Mitrula paludosa,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
61,plants_fungi,vol1,Блатна перушина,Hottonia palustris,RE,yes,https://bg.wikipedia.org/wiki/Блатна_перушина,Q157882,http://e-ecodb.bas.bg/rdb/bg/vol1/Hotpalus.html,Блатна перушина,Hottonia palustris,блатна перушина,Hottonia palustris,yes,todo,,
62,plants_fungi,vol1,Блатна самодивска трева,Peucedanum palustre,RE,yes,https://bg.wikipedia.org/wiki/Блатна_самодивска_трева,Q962714,http://e-ecodb.bas.bg/rdb/bg/vol1/Peupalus.html,Блатна самодивска трева,Peucedanum palustre,блатна самодивска трева,Peucedanum palustre,yes,todo,,
63,plants_fungi,vol1,Блатна теменуга,Viola palustris,EN,yes,https://bg.wikipedia.org/wiki/Блатна_теменуга,Q628878,http://e-ecodb.bas.bg/rdb/bg/vol1/Viopalus.html,Блатна теменуга,Viola palustris,блатна теменуга,Viola palustris,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
64,plants_fungi,vol1,Блатна хамарбия,Hammarbya paludosa,CR,yes,https://bg.wikipedia.org/wiki/Блатна_хамарбия,Q161839,http://e-ecodb.bas.bg/rdb/bg/vol1/Hampalud.html,Блатна хамарбия,Hammarbya paludosa,Блатна хамарбия,Hammarbya paludosa,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
65,plants_fungi,vol1,Блатно пропадниче,Pedicularis palustris,CR,yes,https://bg.wikipedia.org/wiki/Блатно_пропадниче,Q159079,http://e-ecodb.bas.bg/rdb/bg/vol1/Pedpalus.html,Блатно пропадниче,Pedicularis palustris,блатно пропадниче,Pedicularis palustris,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
66,plants_fungi,vol1,Блатно секирче,Lathyrus palustris,CR,yes,https://bg.wikipedia.org/wiki/Блатно_секирче,Q159365,http://e-ecodb.bas.bg/rdb/bg/vol1/Latpalus.html,Блатно секирче,Lathyrus palustris,блатно секирче,Lathyrus palustris,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
67,plants_fungi,vol1,Бледоохрена рутщрьомия,Rutstroemia calopus,CR,yes,https://bg.wikipedia.org/wiki/Бледоохрена_рутщрьомия,Q10658137,http://e-ecodb.bas.bg/rdb/bg/vol1/Rutcalop.html,Бледоохрена рутщрьомия,Rutstroemia calopus,Бледоохрена рутщрьомия,Rutstroemia calopus,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
68,plants_fungi,vol1,Бледоцветен карамфил,Dianthus pallidiflorus,EN,yes,https://bg.wikipedia.org/wiki/Бледоцветен_карамфил,Q15566278,http://e-ecodb.bas.bg/rdb/bg/vol1/Diapalli.html,Бледоцветен карамфил,Dianthus pallidiflorus,Бледоцветен карамфил,Dianthus pallidiflorus,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
69,plants_fungi,vol1,Блестящ напръстник,Digitalis laevigata,EN,yes,https://bg.wikipedia.org/wiki/Блестящ_напръстник,Q2755256,http://e-ecodb.bas.bg/rdb/bg/vol1/Diglaevi.html,Блестящ напръстник,Digitalis laevigata,блестящ напръстник,Digitalis laevigata,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
70,plants_fungi,vol1,Блестящо лале,Tulipa splendens,CR,yes,https://bg.wikipedia.org/wiki/Блестящо_лале,Q12273403,http://e-ecodb.bas.bg/rdb/bg/vol1/Tulsplen.html,Блестящо лале,Tulipa splendens,блестящо лале,Tulipa splendens,yes,todo,,
71,plants_fungi,vol1,Боасиерова звъника,Hypericum boissieri,VU,yes,https://bg.wikipedia.org/wiki/Боасиерова_звъника,Q29107666,http://e-ecodb.bas.bg/rdb/bg/vol1/Hypboiss.html,Боасиерова звъника,Hypericum boissieri,боасиерова звъника,Hypericum boissieri,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
72,plants_fungi,vol1,Бодлив миск,Jurinea tzar-ferdinandii,VU,yes,https://bg.wikipedia.org/wiki/Бодлив_миск,Q29107714,http://e-ecodb.bas.bg/rdb/bg/vol1/Jurtzar.html,Бодлив миск,Jurinea tzar-ferdinandii,бодлив миск,Jurinea tzar-ferdinandii,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
73,plants_fungi,vol1,Бодлив паленис,Pallenis spinosa,EN,yes,https://bg.wikipedia.org/wiki/Бодлив_паленис,Q1547224,http://e-ecodb.bas.bg/rdb/bg/vol1/Palspino.html,Бодлив паленис,Pallenis spinosa,Бодлив паленис,Pallenis spinosa,yes,todo,,
74,plants_fungi,vol1,Бодлив страшник,Acanthus spinosus,EN,yes,https://bg.wikipedia.org/wiki/Бодлив_страшник,Q4672078,http://e-ecodb.bas.bg/rdb/bg/vol1/Acaspino.html,Бодлив страшник,Acanthus spinosus,Бодлив страшник,Acanthus spinosus,yes,todo,,
75,plants_fungi,vol1,Бодлива меластиза,Melastiza cornubiensis,EN,yes,https://bg.wikipedia.org/wiki/Бодлива_меластиза,Q6811623,http://e-ecodb.bas.bg/rdb/bg/vol1/Melcornu.html,Бодлива меластиза,Melastiza cornubiensis,Бодлива меластиза,Melastiza cornubiensis,yes,published_bot,yes,bgwiki sitelink set by bot; Article + Wikidata bgwiki sitelink created by bot 23 юни 2026
76,plants_fungi,vol1,Бодливолистен джел,Ilex aquifolium,EN,yes,https://bg.wikipedia.org/wiki/Бодливолистен_джел,Q192190,http://e-ecodb.bas.bg/rdb/bg/vol1/Ileaquif.html,Бодливолистен джел,Ilex aquifolium,бодливолистен джел,Ilex aquifolium,yes,todo,,
77,plants_fungi,vol1,Борзеанов игловръх,Alyssum borzaeanum,EN,yes,https://bg.wikipedia.org/wiki/Борзеанов_игловръх,Q17255105,http://e-ecodb.bas.bg/rdb/bg/vol1/Alyborza.html,Борзеанов игловръх,Alyssum borzaeanum,борзеанов игловръх,Alyssum borzaeanum,yes,todo,,
78,plants_fungi,vol1,Борисово подрумиче,Anthemis regis-borisii,EN,yes,https://bg.wikipedia.org/wiki/Борисово_подрумиче,Q21400012,http://e-ecodb.bas.bg/rdb/bg/vol1/Antregis.html,Борисово подрумиче,Anthemis regis-borisii,Борисово подрумиче,Anthemis regis-borisii,yes,todo,,
79,plants_fungi,vol1,Бохемски здравец,Geranium bohemicum,EN,yes,https://bg.wikipedia.org/wiki/Бохемски_здравец,Q164734,http://e-ecodb.bas.bg/rdb/bg/vol1/Gerbohem.html,Бохемски здравец,Geranium bohemicum,бохемски здравец,Geranium bohemicum,yes,todo,,
